province,electorialDistrictNumber,party,points
จันทบุรี,2,พลังชาติไทย,532
จันทบุรี,2,ประชาธิปไตยใหม่,469
จันทบุรี,2,เครือข่ายชาวนาแห่งประเทศไทย,441
จันทบุรี,2,ไทยศรีวิไลย์,395
จันทบุรี,2,เพื่อชาติ,378
จันทบุรี,2,ประชาธรรมไทย,372
จันทบุรี,2,รักษ์ผืนป่าประเทศไทย,370
จันทบุรี,2,พลังท้องถิ่นไท,364
จันทบุรี,2,ฐานรากไทย,328
จันทบุรี,2,ประชาชนปฏิรูป,271
จันทบุรี,2,ประชาภิวัฒน์,234
จันทบุรี,2,พลังไทยดี,217
จันทบุรี,2,ทางเลือกใหม่,202
จันทบุรี,2,ไทรักธรรม,172
จันทบุรี,2,ครูไทยเพื่อประชาชน,154
จันทบุรี,2,ประชานิยม,104
จันทบุรี,2,กรีน,98
จันทบุรี,3,พลังประชารัฐ,26892
จันทบุรี,3,เพื่อไทย,23302
จันทบุรี,3,ก้าวไกล,17143
จันทบุรี,3,ประชาธิปัตย์,16023
จันทบุรี,3,ภูมิใจไทย,9879
จันทบุรี,3,ชาติไทยพัฒนา,2288
จันทบุรี,3,เสรีรวมไทย,1994
จันทบุรี,3,เศรษฐกิจใหม่,1369
จันทบุรี,3,รวมพลังประชาชาติไทย,711
จันทบุรี,3,ประชานิยม,566
จันทบุรี,3,ประชาภิวัฒน์,515
จันทบุรี,3,รักษ์ผืนป่าประเทศไทย,498
จันทบุรี,3,เพื่อชาติ,442
จันทบุรี,3,ไทยศรีวิไลย์,425
จันทบุรี,3,ประชาธรรมไทย,307
จันทบุรี,3,ประชาธิปไตยใหม่,306
จันทบุรี,3,พลังชาติไทย,252
จันทบุรี,3,ประชาชนปฏิรูป,252
จันทบุรี,3,พลังท้องถิ่นไท,247
จันทบุรี,3,เพื่อแผ่นดิน,240
จันทบุรี,3,ทางเลือกใหม่,227
จันทบุรี,3,ภาคีเครือข่ายไทย,210
จันทบุรี,3,ฐานรากไทย,156
จันทบุรี,3,กรีน,148
จันทบุรี,3,ครูไทยเพื่อประชาชน,141
จันทบุรี,3,ไทรักธรรม,119
จันทบุรี,3,เครือข่ายชาวนาแห่งประเทศไทย,73
จันทบุรี,3,พลังไทยดี,58
ฉะเชิงเทรา,1,พลังประชารัฐ,30078
ฉะเชิงเทรา,1,เพื่อไทย,25250
ฉะเชิงเทรา,1,ภูมิใจไทย,22802
ฉะเชิงเทรา,1,ก้าวไกล,11976
ฉะเชิงเทรา,1,ประชาธิปัตย์,9333
ฉะเชิงเทรา,1,เสรีรวมไทย,1574
ฉะเชิงเทรา,1,เศรษฐกิจใหม่,1020
ฉะเชิงเทรา,1,พลังท้องถิ่นไท,846
ฉะเชิงเทรา,1,รวมพลังประชาชาติไทย,349
ฉะเชิงเทรา,1,รักษ์ผืนป่าประเทศไทย,325
ฉะเชิงเทรา,1,ประชานิยม,248
ฉะเชิงเทรา,1,เครือข่ายชาวนาแห่งประเทศไทย,236
ฉะเชิงเทรา,1,ประชาภิวัฒน์,176
ฉะเชิงเทรา,1,ประชาชนปฏิรูป,160
ฉะเชิงเทรา,1,แทนคุณแผ่นดิน,147
ฉะเชิงเทรา,1,ไทรักธรรม,119
ฉะเชิงเทรา,1,สังคมประชาธิปไตยไทย,103
ฉะเชิงเทรา,1,ประชาธิปไตยใหม่,102
ฉะเชิงเทรา,1,พลังชาติไทย,93
ฉะเชิงเทรา,1,มหาชน,42
ฉะเชิงเทรา,4,พลังประชารัฐ,39546
ฉะเชิงเทรา,4,เพื่อไทย,32419
ฉะเชิงเทรา,4,ก้าวไกล,15377
ฉะเชิงเทรา,4,ประชาธิปัตย์,10415
ฉะเชิงเทรา,4,เสรีรวมไทย,2021
ฉะเชิงเทรา,4,เศรษฐกิจใหม่,1310
ฉะเชิงเทรา,4,ภูมิใจไทย,700
ฉะเชิงเทรา,4,เครือข่ายชาวนาแห่งประเทศไทย,611
ฉะเชิงเทรา,4,พลังประชาธิปไตย,503
ฉะเชิงเทรา,4,ประชานิยม,444
ฉะเชิงเทรา,4,พลังท้องถิ่นไท,403
ฉะเชิงเทรา,4,พลังไทยดี,370
ฉะเชิงเทรา,4,รักษ์ผืนป่าประเทศไทย,342
ฉะเชิงเทรา,4,รวมพลังประชาชาติไทย,313
ฉะเชิงเทรา,4,สังคมประชาธิปไตยไทย,292
ฉะเชิงเทรา,4,พลังชาติไทย,269
ฉะเชิงเทรา,4,แทนคุณแผ่นดิน,258
ฉะเชิงเทรา,4,ประชาชนปฏิรูป,252
ฉะเชิงเทรา,4,ประชาไทย,198
ฉะเชิงเทรา,4,เพื่อชาติ,111
ฉะเชิงเทรา,4,มหาชน,96
ฉะเชิงเทรา,4,พลังปวงชนไทย,94
ฉะเชิงเทรา,4,ประชาภิวัฒน์,74
ชลบุรี,5,พลังประชารัฐ,38469
ชลบุรี,5,ก้าวไกล,28049
ชลบุรี,5,เพื่อไทย,20415
ชลบุรี,5,ประชาธิปัตย์,9711
ชลบุรี,5,เสรีรวมไทย,4300
ชลบุรี,5,เศรษฐกิจใหม่,4219
ชลบุรี,5,ภูมิใจไทย,1729
ชลบุรี,5,พลังท้องถิ่นไท,1106
ชลบุรี,5,ชาติพัฒนากล้า,752
ชลบุรี,5,ไทยศรีวิไลย์,566
ชลบุรี,5,สังคมประชาธิปไตยไทย,539
ชลบุรี,5,รวมพลังประชาชาติไทย,520
ชลบุรี,5,ชาติไทยพัฒนา,369
ชลบุรี,5,รักษ์ผืนป่าประเทศไทย,331
ชลบุรี,5,พลังชาติไทย,173
ชลบุรี,5,ครูไทยเพื่อประชาชน,110
ชลบุรี,5,เพื่อชาติ,105
ชลบุรี,5,ไทรักธรรม,105
ชลบุรี,5,มติประชา,99
ชลบุรี,5,ไทยรุ่งเรือง,80
ชลบุรี,5,พลังปวงชนไทย,79
ชลบุรี,5,ประชาภิวัฒน์,76
ชลบุรี,5,มหาชน,61
ชลบุรี,5,ประชานิยม,54
ชลบุรี,6,พลังประชารัฐ,33440
ชลบุรี,6,ก้าวไกล,24255
ชลบุรี,6,เพื่อไทย,17654
ชลบุรี,6,ประชาธิปัตย์,6582
ชลบุรี,6,ภูมิใจไทย,4345
ชลบุรี,6,เสรีรวมไทย,3719
ชลบุรี,6,เศรษฐกิจใหม่,3648
ชลบุรี,6,รวมพลังประชาชาติไทย,719
ชลบุรี,6,ไทยศรีวิไลย์,580
ชลบุรี,6,สังคมประชาธิปไตยไทย,414
ชลบุรี,6,พลังปวงชนไทย,362
ชลบุรี,6,ชาติพัฒนากล้า,345
ชลบุรี,6,พลังชาติไทย,292
ชลบุรี,6,พลังท้องถิ่นไท,215
ชลบุรี,6,ชาติไทยพัฒนา,212
ชลบุรี,6,รักษ์ผืนป่าประเทศไทย,157
ชลบุรี,6,เพื่อชีวิตใหม่,118
ชลบุรี,6,ประชานิยม,107
ชลบุรี,6,พลังประชาธิปไตย,104
ชลบุรี,6,ประชาชนปฏิรูป,94
ชลบุรี,6,ประชาภิวัฒน์,89
ชลบุรี,6,ครูไทยเพื่อประชาชน,88
ชลบุรี,6,ไทยรุ่งเรือง,75
ชลบุรี,6,พลังศรัทธา,66
ชลบุรี,6,ภาคีเครือข่ายไทย,61
ชลบุรี,6,ไทรักธรรม,49
ชลบุรี,6,พลเมืองไทย,45
ชลบุรี,6,มหาชน,38
ชลบุรี,7,พลังประชารัฐ,28001
ชลบุรี,7,ก้าวไกล,20926
ชลบุรี,7,เพื่อไทย,15231
ชลบุรี,7,ภูมิใจไทย,6946
ชลบุรี,7,ประชาธิปัตย์,5243
ชลบุรี,7,เสรีรวมไทย,3208
ชลบุรี,7,เศรษฐกิจใหม่,3148
ชลบุรี,7,รวมพลังประชาชาติไทย,690
ชลบุรี,7,ชาติพัฒนากล้า,670
ชลบุรี,7,รักษ์ผืนป่าประเทศไทย,336
ชลบุรี,7,ชาติไทยพัฒนา,289
ชลบุรี,7,ไทยศรีวิไลย์,273
ชลบุรี,7,พลังชาติไทย,259
ชลบุรี,7,พลังท้องถิ่นไท,244
ชลบุรี,7,ประชาภิวัฒน์,229
ชลบุรี,7,สังคมประชาธิปไตยไทย,164
ชลบุรี,7,ไทยรุ่งเรือง,148
ชลบุรี,7,พลังปวงชนไทย,137
ชลบุรี,7,ประชานิยม,136
ชลบุรี,7,ไทรักธรรม,129
ชลบุรี,7,พลังศรัทธา,117
ชลบุรี,7,พลเมืองไทย,115
ชลบุรี,7,ครูไทยเพื่อประชาชน,104
ชลบุรี,7,เพื่อชาติ,78
ชลบุรี,7,ประชาชนปฏิรูป,64
ชลบุรี,7,ผึ้งหลวง,55
ชลบุรี,8,พลังประชารัฐ,33967
ชลบุรี,8,ก้าวไกล,17967
ชลบุรี,8,เพื่อไทย,13077
ชลบุรี,8,ประชาธิปัตย์,5755
ชลบุรี,8,ภูมิใจไทย,2998
ชลบุรี,8,เสรีรวมไทย,2754
ชลบุรี,8,เศรษฐกิจใหม่,2702
ชลบุรี,8,ชาติพัฒนากล้า,489
ชลบุรี,8,รักษ์ผืนป่าประเทศไทย,389
ชลบุรี,8,ไทยศรีวิไลย์,353
ชลบุรี,8,ชาติไทยพัฒนา,332
ชลบุรี,8,รวมพลังประชาชาติไทย,322
ชลบุรี,8,พลังชาติไทย,276
ชลบุรี,8,พลเมืองไทย,170
ชลบุรี,8,สังคมประชาธิปไตยไทย,163
ชลบุรี,8,ประชาชนปฏิรูป,157
ชลบุรี,8,พลังท้องถิ่นไท,134
ชลบุรี,8,ประชานิยม,126
ชลบุรี,8,ครูไทยเพื่อประชาชน,112
ชลบุรี,8,ผึ้งหลวง,109
ชลบุรี,8,พลังประชาธิปไตย,81
ชลบุรี,8,ไทรักธรรม,80
ชลบุรี,8,เพื่อชาติ,67
ชลบุรี,8,พลังปวงชนไทย,63
ชลบุรี,8,ไทยรุ่งเรือง,59
ชลบุรี,8,ประชาภิวัฒน์,53
ชัยนาท,2,พลังประชารัฐ,48505
ชัยนาท,2,เพื่อไทย,17858
ชัยนาท,2,ก้าวไกล,11801
ชัยนาท,2,ประชาธิปัตย์,4642
ชัยนาท,2,ภูมิใจไทย,3188
ชัยนาท,2,เสรีรวมไทย,1365
ชัยนาท,2,พลังประชาธิปไตย,776
ชัยนาท,2,พลังท้องถิ่นไท,590
ชัยนาท,2,ชาติพัฒนากล้า,574
ชัยนาท,2,พลังชาติไทย,533
ชัยนาท,2,รวมพลังประชาชาติไทย,371
ชัยนาท,2,แผ่นดินธรรม,319
ชัยนาท,2,ชาติไทยพัฒนา,310
ชัยนาท,2,ประชาภิวัฒน์,277
ชัยนาท,2,เครือข่ายชาวนาแห่งประเทศไทย,273
ชัยนาท,2,ประชาชนปฏิรูป,193
ชัยนาท,2,ไทยศรีวิไลย์,192
ชัยนาท,2,ประชานิยม,189
ชัยนาท,2,รักษ์ผืนป่าประเทศไทย,166
ชัยนาท,2,พลังไทยดี,132
ชัยนาท,2,พลเมืองไทย,36
ชัยนาท,2,เศรษฐกิจใหม่,0
ชุมพร,1,ประชาธิปัตย์,43122
ชุมพร,1,พลังประชารัฐ,32566
ชุมพร,1,ก้าวไกล,7629
ชุมพร,1,เพื่อไทย,3930
ชุมพร,1,เสรีรวมไทย,1440
ชุมพร,1,ภูมิใจไทย,1013
ชุมพร,1,เพื่อชาติ,963
ชุมพร,1,เศรษฐกิจใหม่,848
ชุมพร,1,ชาติพัฒนากล้า,847
ชุมพร,1,ทางเลือกใหม่,377
ชุมพร,1,รักษ์ผืนป่าประเทศไทย,377
ชุมพร,1,พลังประชาธิปไตย,338
ชุมพร,1,พลังท้องถิ่นไท,328
ชุมพร,1,ไทยศรีวิไลย์,299
ชุมพร,1,พลังไทยรักไทย,291
ชุมพร,1,กรีน,283
ชุมพร,1,ชาติไทยพัฒนา,263
ชุมพร,1,รวมพลังประชาชาติไทย,244
ชุมพร,1,พลังไทสร้างชาติ,196
ชุมพร,1,มหาชน,106
ชุมพร,1,พลังไทยรักชาติ,85
ชุมพร,1,ประชาธรรมไทย,73
ชุมพร,1,คลองไทย,60
ชุมพร,1,ครูไทยเพื่อประชาชน,58
ชุมพร,1,ประชาภิวัฒน์,57
ชุมพร,1,ภาคีเครือข่ายไทย,56
ชุมพร,1,ไทรักธรรม,53
ชุมพร,1,ประชานิยม,40
ตรัง,1,พลังประชารัฐ,39416
ตรัง,1,ประชาธิปัตย์,38682
ตรัง,1,พลังท้องถิ่นไท,10024
ตรัง,1,ประชาชาติ,9599
ตรัง,1,ก้าวไกล,7414
ตรัง,1,เพื่อไทย,5285
ตรัง,1,คลองไทย,1707
ตรัง,1,ภูมิใจไทย,1384
ตรัง,1,ชาติไทยพัฒนา,1338
ตรัง,1,เสรีรวมไทย,1174
ตรัง,1,ประชาธิปไตยใหม่,958
ตรัง,1,ทางเลือกใหม่,759
ตรัง,1,พลังธรรมใหม่,690
ตรัง,1,รวมพลังประชาชาติไทย,619
ตรัง,1,ชาติพัฒนากล้า,577
ตรัง,1,เศรษฐกิจใหม่,506
ตรัง,1,ประชานิยม,468
ตรัง,1,พลังชาติไทย,412
ตรัง,1,เพื่อธรรม,319
ตรัง,1,เพื่อชาติ,311
ตรัง,1,ไทรักธรรม,303
ตรัง,1,พลังปวงชนไทย,298
ตรัง,1,พลังประชาธิปไตย,291
ตรัง,1,กรีน,283
ตรัง,1,ความหวังใหม่,273
ตรัง,1,พลังไทยรักไทย,265
ตรัง,1,ภาคีเครือข่ายไทย,251
ตรัง,1,ประชาชนปฏิรูป,248
ตรัง,1,พลังไทสร้างชาติ,227
ตรัง,1,รักษ์ผืนป่าประเทศไทย,217
ตรัง,1,ผึ้งหลวง,159
ตรัง,1,พลเมืองไทย,149
ตรัง,1,ครูไทยเพื่อประชาชน,125
ตรัง,1,ประชาธรรมไทย,105
ตรัง,1,ประชาไทย,78
ตรัง,1,ถิ่นกาขาวชาววิไล,47
ตรัง,2,ประชาธิปัตย์,47814
ตรัง,2,พลังประชารัฐ,33543
ตรัง,2,พลังท้องถิ่นไท,12280
ตรัง,2,ประชาชาติ,6201
ตรัง,2,ก้าวไกล,4789
ตรัง,2,ภูมิใจไทย,3482
ตรัง,2,เพื่อไทย,3414
ตรัง,2,ชาติไทยพัฒนา,1020
ตรัง,2,พลังไทยรักไทย,881
ตรัง,2,พลังชาติไทย,758
ตรัง,2,เสรีรวมไทย,758
ตรัง,2,ชาติพัฒนากล้า,614
ตรัง,2,เพื่อธรรม,596
ตรัง,2,คลองไทย,486
ตรัง,2,ทางเลือกใหม่,455
ตรัง,2,ประชาธิปไตยใหม่,362
ตรัง,2,เศรษฐกิจใหม่,327
ตรัง,2,ประชานิยม,322
ตรัง,2,รวมพลังประชาชาติไทย,278
ตรัง,2,พลังประชาธิปไตย,271
ตรัง,2,กรีน,217
ตรัง,2,พลังธรรมใหม่,212
ตรัง,2,พลังไทสร้างชาติ,210
ตรัง,2,ประชาชนปฏิรูป,204
ตรัง,2,เพื่อชาติ,201
ตรัง,2,พลเมืองไทย,157
ตรัง,2,รักษ์ผืนป่าประเทศไทย,151
ตรัง,2,ครูไทยเพื่อประชาชน,118
ตรัง,2,ประชาธรรมไทย,117
ตรัง,2,ความหวังใหม่,81
ตรัง,2,ไทรักธรรม,79
ตรัง,2,แผ่นดินธรรม,70
ตรัง,2,ถิ่นกาขาวชาววิไล,59
ตรัง,2,ประชาไทย,49
ตรัง,2,ภาคีเครือข่ายไทย,31
ตรัง,2,พลังปวงชนไทย,29
ตรัง,3,ประชาธิปัตย์,51838
ตรัง,3,พลังประชารัฐ,31150
ตรัง,3,ประชาชาติ,7966
ตรัง,3,ก้าวไกล,6153
ตรัง,3,พลังท้องถิ่นไท,5189
ตรัง,3,เพื่อไทย,4386
ตรัง,3,ภูมิใจไทย,3553
ตรัง,3,เสรีรวมไทย,974
ตรัง,3,ประชาธิปไตยใหม่,866
ตรัง,3,เพื่อธรรม,671
ตรัง,3,ทางเลือกใหม่,666
ตรัง,3,พลังประชาธิปไตย,567
ตรัง,3,พลังธรรมใหม่,534
ตรัง,3,ชาติไทยพัฒนา,483
ตรัง,3,ความหวังใหม่,462
ตรัง,3,ประชาชนปฏิรูป,437
ตรัง,3,เศรษฐกิจใหม่,420
ตรัง,3,คลองไทย,350
ตรัง,3,ภาคีเครือข่ายไทย,326
ตรัง,3,กรีน,315
ตรัง,3,พลังไทสร้างชาติ,308
ตรัง,3,ชาติพัฒนากล้า,302
ตรัง,3,รวมพลังประชาชาติไทย,300
ตรัง,3,ประชาธรรมไทย,281
ตรัง,3,เพื่อชาติ,258
ตรัง,3,ประชานิยม,253
ตรัง,3,พลังสังคม,224
ตรัง,3,พลังชาติไทย,211
ตรัง,3,ไทรักธรรม,191
ตรัง,3,ประชาไทย,156
ตรัง,3,รักษ์ผืนป่าประเทศไทย,98
ตรัง,3,ถิ่นกาขาวชาววิไล,92
ตรัง,3,แผ่นดินธรรม,81
ตรัง,3,ครูไทยเพื่อประชาชน,77
ตราด,1,ประชาธิปัตย์,30642
ตราด,1,เพื่อไทย,25554
ตราด,1,พลังประชารัฐ,23417
ตราด,1,ก้าวไกล,18800
ตราด,1,ภูมิใจไทย,6310
ตราด,1,รวมพลังประชาชาติไทย,2861
ตราด,1,เสรีรวมไทย,2186
ตราด,1,เศรษฐกิจใหม่,1501
ตราด,1,ชาติพัฒนากล้า,1433
ตราด,1,ประชาธรรมไทย,548
ตราด,1,ประชานิยม,513
ตราด,1,รักษ์ผืนป่าประเทศไทย,498
ตราด,1,เพื่อชาติ,484
ตราด,1,เครือข่ายชาวนาแห่งประเทศไทย,439
ตราด,1,ไทยศรีวิไลย์,436
ตราด,1,ทางเลือกใหม่,400
ตราด,1,พลังท้องถิ่นไท,324
ตราด,1,พลังสังคม,275
ตราด,1,ครูไทยเพื่อประชาชน,256
ตราด,1,ชาติไทยพัฒนา,235
ตราด,1,พลังชาติไทย,225
ตราด,1,ประชาภิวัฒน์,189
ตราด,1,ประชากรไทย,148
ตราด,1,ไทรักธรรม,132
ตราด,1,ประชาชาติ,74
ตาก,1,พลังประชารัฐ,43787
ตาก,1,เพื่อไทย,17931
ตาก,1,ประชาธิปัตย์,16142
ตาก,1,ก้าวไกล,9246
ตาก,1,ภูมิใจไทย,9217
ตาก,1,เพื่อชาติ,4078
ตาก,1,เสรีรวมไทย,1924
ตาก,1,พลังท้องถิ่นไท,757
ตาก,1,รวมพลังประชาชาติไทย,680
ตาก,1,พลังไทยรักไทย,596
ตาก,1,ชาติไทยพัฒนา,595
ตาก,1,พลังชาติไทย,507
ตาก,1,ประชาภิวัฒน์,363
ตาก,1,พลังประชาธิปไตย,272
ตาก,1,ประชาธรรมไทย,229
ตาก,1,กรีน,225
ตาก,1,รักษ์ผืนป่าประเทศไทย,218
ตาก,1,ครูไทยเพื่อประชาชน,162
ตาก,1,แทนคุณแผ่นดิน,144
ตาก,1,ไทรักธรรม,138
ตาก,1,ประชานิยม,79
ตาก,1,พลังปวงชนไทย,78
ตาก,1,ผึ้งหลวง,64
ตาก,1,ประชาชนปฏิรูป,53
ตาก,1,ประชาชาติ,0
ตาก,2,ประชาธิปัตย์,32929
ตาก,2,พลังประชารัฐ,17164
ตาก,2,เพื่อไทย,12418
ตาก,2,ก้าวไกล,6403
ตาก,2,เพื่อชาติ,2824
ตาก,2,เสรีรวมไทย,1332
ตาก,2,กรีน,1015
ตาก,2,พลังท้องถิ่นไท,642
ตาก,2,พลเมืองไทย,591
ตาก,2,ประชานิยม,467
ตาก,2,พลังไทยรักไทย,448
ตาก,2,รวมพลังประชาชาติไทย,445
ตาก,2,ชาติไทยพัฒนา,366
ตาก,2,ภูมิใจไทย,343
ตาก,2,สังคมประชาธิปไตยไทย,322
ตาก,2,ครูไทยเพื่อประชาชน,191
ตาก,2,เพื่อแผ่นดิน,187
ตาก,2,ประชาธรรมไทย,170
ตาก,2,พลังปวงชนไทย,169
ตาก,2,ประชาภิวัฒน์,167
ตาก,2,พลังชาติไทย,150
ตาก,2,รักษ์ผืนป่าประเทศไทย,149
ตาก,2,พลังรัก,96
ตาก,2,แทนคุณแผ่นดิน,93
ตาก,2,ประชาชนปฏิรูป,73
ตาก,2,ผึ้งหลวง,63
ตาก,2,ไทรักธรรม,56
ตาก,2,พลังแผ่นดินทอง,41
ตาก,2,ประชาชาติ,0
นครปฐม,1,ประชาธิปัตย์,35711
นครปฐม,1,เพื่อไทย,22399
นครปฐม,1,พลังประชารัฐ,20387
นครปฐม,1,ก้าวไกล,16478
นครปฐม,1,ชาติไทยพัฒนา,2040
นครปฐม,1,เสรีรวมไทย,1916
นครปฐม,1,ภูมิใจไทย,1302
นครปฐม,1,ไทยศรีวิไลย์,593
นครปฐม,1,ชาติพัฒนากล้า,584
นครปฐม,1,รวมพลังประชาชาติไทย,460
นครปฐม,1,ประชานิยม,425
นครปฐม,1,เพื่อชาติ,425
นครปฐม,1,ประชาภิวัฒน์,314
นครปฐม,1,รักษ์ผืนป่าประเทศไทย,302
นครปฐม,1,ครูไทยเพื่อประชาชน,282
นครปฐม,1,ไทยรุ่งเรือง,162
นครปฐม,1,ประชาชนปฏิรูป,161
นครปฐม,1,พลังชาติไทย,159
นครปฐม,1,เครือข่ายชาวนาแห่งประเทศไทย,149
นครปฐม,1,พลังไทยรักชาติ,134
นครปฐม,1,พลังท้องถิ่นไท,131
นครปฐม,1,มหาชน,66
นครปฐม,2,ชาติไทยพัฒนา,30254
นครปฐม,2,รักษ์ผืนป่าประเทศไทย,22634
นครปฐม,2,เพื่อไทย,16068
นครปฐม,2,ก้าวไกล,11820
นครปฐม,2,ภูมิใจไทย,8923
นครปฐม,2,พลังประชารัฐ,8692
นครปฐม,2,ประชาธิปัตย์,6522
นครปฐม,2,รวมพลังประชาชาติไทย,2815
นครปฐม,2,เสรีรวมไทย,1375
นครปฐม,2,เศรษฐกิจใหม่,944
นครปฐม,2,พลังชาติไทย,398
นครปฐม,2,ไทยศรีวิไลย์,390
นครปฐม,2,เพื่อชาติ,304
นครปฐม,2,พลังท้องถิ่นไท,258
นครปฐม,2,ชาติพัฒนากล้า,226
นครปฐม,2,ประชานิยม,189
นครปฐม,2,เครือข่ายชาวนาแห่งประเทศไทย,157
นครปฐม,2,ไทยรุ่งเรือง,133
นครปฐม,2,พลังไทยรักชาติ,121
นครปฐม,2,ครูไทยเพื่อประชาชน,86
นครปฐม,2,ประชาภิวัฒน์,84
นครปฐม,2,ประชาไทย,74
นครปฐม,2,พลเมืองไทย,74
นครปฐม,2,ประชาชนปฏิรูป,70
นครปฐม,2,มหาชน,37
นครปฐม,2,พลังสังคม,28
นครปฐม,3,เพื่อไทย,28685
นครปฐม,3,พลังประชารัฐ,23498
นครปฐม,3,ก้าวไกล,21103
นครปฐม,3,ชาติไทยพัฒนา,12291
นครปฐม,3,ประชาธิปัตย์,6695
นครปฐม,3,เสรีรวมไทย,2454
นครปฐม,3,เศรษฐกิจใหม่,1685
นครปฐม,3,รวมพลังประชาชาติไทย,1491
นครปฐม,3,ภูมิใจไทย,1244
นครปฐม,3,ชาติพัฒนากล้า,919
นครปฐม,3,พลังท้องถิ่นไท,585
นครปฐม,3,ไทยศรีวิไลย์,550
นครปฐม,3,เพื่อชาติ,544
นครปฐม,3,เครือข่ายชาวนาแห่งประเทศไทย,416
นครปฐม,3,รักษ์ผืนป่าประเทศไทย,395
นครปฐม,3,ประชานิยม,342
นครปฐม,3,ทางเลือกใหม่,337
นครปฐม,3,พลังชาติไทย,264
นครปฐม,3,ครูไทยเพื่อประชาชน,259
นครปฐม,3,พลังไทยรักชาติ,257
นครปฐม,3,ประชาภิวัฒน์,247
นครปฐม,3,มหาชน,182
นครปฐม,3,ประชาชนปฏิรูป,156
นครปฐม,3,ประชาไทย,134
นครปฐม,3,ไทยรุ่งเรือง,92
นครปฐม,3,พลังสังคม,79
นครปฐม,4,พลังประชารัฐ,32110
นครปฐม,4,ชาติไทยพัฒนา,22533
นครปฐม,4,เพื่อไทย,20475
นครปฐม,4,ก้าวไกล,15063
นครปฐม,4,ประชาธิปัตย์,8613
นครปฐม,4,เสรีรวมไทย,1752
นครปฐม,4,รวมพลังประชาชาติไทย,1214
นครปฐม,4,เศรษฐกิจใหม่,1203
นครปฐม,4,ภูมิใจไทย,1029
นครปฐม,4,ชาติพัฒนากล้า,747
นครปฐม,4,ประชานิยม,510
นครปฐม,4,พลังไทยรักชาติ,504
นครปฐม,4,พลังชาติไทย,412
นครปฐม,4,เพื่อชาติ,388
นครปฐม,4,ไทยศรีวิไลย์,371
นครปฐม,4,เครือข่ายชาวนาแห่งประเทศไทย,327
นครปฐม,4,พลังท้องถิ่นไท,316
นครปฐม,4,รักษ์ผืนป่าประเทศไทย,216
นครปฐม,4,ประชาภิวัฒน์,204
นครปฐม,4,ครูไทยเพื่อประชาชน,172
นครปฐม,4,ไทรักธรรม,160
นครปฐม,4,ประชาชนปฏิรูป,122
นครปฐม,4,พลังสังคม,94
นครปฐม,4,มหาชน,56
นครปฐม,5,เพื่อไทย,24276
นครปฐม,5,ประชาธิปัตย์,18970
นครปฐม,5,พลังประชารัฐ,18742
นครปฐม,5,ก้าวไกล,17859
นครปฐม,5,ชาติไทยพัฒนา,12279
นครปฐม,5,เสรีรวมไทย,2077
นครปฐม,5,เศรษฐกิจใหม่,1426
นครปฐม,5,ภูมิใจไทย,1178
นครปฐม,5,พลังชาติไทย,779
นครปฐม,5,รวมพลังประชาชาติไทย,614
นครปฐม,5,เพื่อชาติ,460
นครปฐม,5,ประชานิยม,449
นครปฐม,5,ประชาภิวัฒน์,397
นครปฐม,5,ไทยศรีวิไลย์,394
นครปฐม,5,พลเมืองไทย,343
นครปฐม,5,ชาติพัฒนากล้า,342
นครปฐม,5,รักษ์ผืนป่าประเทศไทย,340
นครปฐม,5,พลังท้องถิ่นไท,192
นครปฐม,5,พลังไทยรักชาติ,180
นครปฐม,5,ประชาชนปฏิรูป,168
นครปฐม,5,ครูไทยเพื่อประชาชน,137
นครปฐม,5,พลังสังคม,121
นครปฐม,5,เครือข่ายชาวนาแห่งประเทศไทย,84
นครปฐม,5,มหาชน,70
นครศรีธรรมราช,1,พลังประชารัฐ,36521
นครศรีธรรมราช,1,ภูมิใจไทย,18618
นครศรีธรรมราช,1,ประชาธิปัตย์,18448
นครศรีธรรมราช,1,ประชาชาติ,7178
นครศรีธรรมราช,1,ก้าวไกล,5544
นครศรีธรรมราช,1,เพื่อไทย,3953
นครศรีธรรมราช,1,ชาติไทยพัฒนา,1866
นครศรีธรรมราช,1,พลังท้องถิ่นไท,1711
นครศรีธรรมราช,1,เสรีรวมไทย,878
นครศรีธรรมราช,1,ชาติพัฒนากล้า,498
นครศรีธรรมราช,1,รวมพลังประชาชาติไทย,429
นครศรีธรรมราช,1,เพื่อธรรม,413
นครศรีธรรมราช,1,เศรษฐกิจใหม่,379
นครศรีธรรมราช,1,กรีน,325
นครศรีธรรมราช,1,ไทยศรีวิไลย์,305
นครศรีธรรมราช,1,รักษ์ผืนป่าประเทศไทย,295
นครศรีธรรมราช,1,ประชาธรรมไทย,275
นครศรีธรรมราช,1,พลังสังคม,267
นครศรีธรรมราช,1,ประชาชนปฏิรูป,236
นครศรีธรรมราช,1,เพื่อชาติ,232
นครศรีธรรมราช,1,แผ่นดินธรรม,192
นครศรีธรรมราช,1,ประชาภิวัฒน์,140
นครศรีธรรมราช,1,คลองไทย,108
นครศรีธรรมราช,1,ประชาธิปไตยใหม่,107
นครศรีธรรมราช,1,รวมใจไทย,94
นครศรีธรรมราช,1,พลังปวงชนไทย,93
นครศรีธรรมราช,1,ถิ่นกาขาวชาววิไล,91
นครศรีธรรมราช,1,ประชานิยม,87
นครศรีธรรมราช,1,ครูไทยเพื่อประชาชน,75
