,จังหวัด,เขต,พรรค,ผลคะแนน,ภาค
พลังชาติไทย,ตรัง,3,พลังชาติไทย,211,ภาคใต้
ไทรักธรรม,ตรัง,3,ไทรักธรรม,191,ภาคใต้
ประชาไทย,ตรัง,3,ประชาไทย,156,ภาคใต้
รักษ์ผืนป่าประเทศไทย,ตรัง,3,รักษ์ผืนป่าประเทศไทย,98,ภาคใต้
ถิ่นกาขาวชาววิไล,ตรัง,3,ถิ่นกาขาวชาววิไล,92,ภาคใต้
แผ่นดินธรรม,ตรัง,3,แผ่นดินธรรม,81,ภาคใต้
ครูไทยเพื่อประชาชน,ตรัง,3,ครูไทยเพื่อประชาชน,77,ภาคใต้
ประชาธิปัตย์,ตราด,1,ประชาธิปัตย์,30642,ภาคกลาง
เพื่อไทย,ตราด,1,เพื่อไทย,25554,ภาคกลาง
พลังประชารัฐ,ตราด,1,พลังประชารัฐ,23417,ภาคกลาง
อนาคตใหม่,ตราด,1,อนาคตใหม่,18800,ภาคกลาง
ภูมิใจไทย,ตราด,1,ภูมิใจไทย,6310,ภาคกลาง
รวมพลังประชาชาติไทย,ตราด,1,รวมพลังประชาชาติไทย,2861,ภาคกลาง
เสรีรวมไทย,ตราด,1,เสรีรวมไทย,2186,ภาคกลาง
เศรษฐกิจใหม่,ตราด,1,เศรษฐกิจใหม่,1501,ภาคกลาง
ชาติพัฒนา,ตราด,1,ชาติพัฒนา,1433,ภาคกลาง
ประชาธรรมไทย,ตราด,1,ประชาธรรมไทย,548,ภาคกลาง
ประชานิยม,ตราด,1,ประชานิยม,513,ภาคกลาง
รักษ์ผืนป่าประเทศไทย,ตราด,1,รักษ์ผืนป่าประเทศไทย,498,ภาคกลาง
เพื่อชาติ,ตราด,1,เพื่อชาติ,484,ภาคกลาง
เครือข่ายชาวนาแห่งประเทศไทย,ตราด,1,เครือข่ายชาวนาแห่งประเทศไทย,439,ภาคกลาง
ไทยศรีวิไลย์,ตราด,1,ไทยศรีวิไลย์,436,ภาคกลาง
ทางเลือกใหม่,ตราด,1,ทางเลือกใหม่,400,ภาคกลาง
พลังท้องถิ่นไท,ตราด,1,พลังท้องถิ่นไท,324,ภาคกลาง
พลังสังคม,ตราด,1,พลังสังคม,275,ภาคกลาง
ครูไทยเพื่อประชาชน,ตราด,1,ครูไทยเพื่อประชาชน,256,ภาคกลาง
ชาติไทยพัฒนา,ตราด,1,ชาติไทยพัฒนา,235,ภาคกลาง
พลังชาติไทย,ตราด,1,พลังชาติไทย,225,ภาคกลาง
ประชาภิวัฒน์,ตราด,1,ประชาภิวัฒน์,189,ภาคกลาง
ประชากรไทย,ตราด,1,ประชากรไทย,148,ภาคกลาง
ไทรักธรรม,ตราด,1,ไทรักธรรม,132,ภาคกลาง
ประชาชาติ,ตราด,1,ประชาชาติ,74,ภาคกลาง
พลังประชารัฐ,ตาก,1,พลังประชารัฐ,43787,ภาคเหนือ
เพื่อไทย,ตาก,1,เพื่อไทย,17931,ภาคเหนือ
ประชาธิปัตย์,ตาก,1,ประชาธิปัตย์,16142,ภาคเหนือ
อนาคตใหม่,ตาก,1,อนาคตใหม่,9246,ภาคเหนือ
ภูมิใจไทย,ตาก,1,ภูมิใจไทย,9217,ภาคเหนือ
เพื่อชาติ,ตาก,1,เพื่อชาติ,4078,ภาคเหนือ
เสรีรวมไทย,ตาก,1,เสรีรวมไทย,1924,ภาคเหนือ
พลังท้องถิ่นไท,ตาก,1,พลังท้องถิ่นไท,757,ภาคเหนือ
รวมพลังประชาชาติไทย,ตาก,1,รวมพลังประชาชาติไทย,680,ภาคเหนือ
พลังไทยรักไทย,ตาก,1,พลังไทยรักไทย,596,ภาคเหนือ
ชาติไทยพัฒนา,ตาก,1,ชาติไทยพัฒนา,595,ภาคเหนือ
พลังชาติไทย,ตาก,1,พลังชาติไทย,507,ภาคเหนือ
ประชาภิวัฒน์,ตาก,1,ประชาภิวัฒน์,363,ภาคเหนือ
พลังประชาธิปไตย,ตาก,1,พลังประชาธิปไตย,272,ภาคเหนือ
ประชาธรรมไทย,ตาก,1,ประชาธรรมไทย,229,ภาคเหนือ
กรีน,ตาก,1,กรีน,225,ภาคเหนือ
รักษ์ผืนป่าประเทศไทย,ตาก,1,รักษ์ผืนป่าประเทศไทย,218,ภาคเหนือ
ครูไทยเพื่อประชาชน,ตาก,1,ครูไทยเพื่อประชาชน,162,ภาคเหนือ
แทนคุณแผ่นดิน,ตาก,1,แทนคุณแผ่นดิน,144,ภาคเหนือ
ไทรักธรรม,ตาก,1,ไทรักธรรม,138,ภาคเหนือ
ประชานิยม,ตาก,1,ประชานิยม,79,ภาคเหนือ
พลังปวงชนไทย,ตาก,1,พลังปวงชนไทย,78,ภาคเหนือ
ผึ้งหลวง,ตาก,1,ผึ้งหลวง,64,ภาคเหนือ
ประชาชนปฏิรูป,ตาก,1,ประชาชนปฏิรูป,53,ภาคเหนือ
ประชาชาติ,ตาก,1,ประชาชาติ,0,ภาคเหนือ
ประชาธิปัตย์,ตาก,2,ประชาธิปัตย์,32929,ภาคเหนือ
พลังประชารัฐ,ตาก,2,พลังประชารัฐ,17164,ภาคเหนือ
เพื่อไทย,ตาก,2,เพื่อไทย,12418,ภาคเหนือ
อนาคตใหม่,ตาก,2,อนาคตใหม่,6403,ภาคเหนือ
เพื่อชาติ,ตาก,2,เพื่อชาติ,2824,ภาคเหนือ
เสรีรวมไทย,ตาก,2,เสรีรวมไทย,1332,ภาคเหนือ
กรีน,ตาก,2,กรีน,1015,ภาคเหนือ
พลังท้องถิ่นไท,ตาก,2,พลังท้องถิ่นไท,642,ภาคเหนือ
พลเมืองไทย,ตาก,2,พลเมืองไทย,591,ภาคเหนือ
ประชานิยม,ตาก,2,ประชานิยม,467,ภาคเหนือ
พลังไทยรักไทย,ตาก,2,พลังไทยรักไทย,448,ภาคเหนือ
รวมพลังประชาชาติไทย,ตาก,2,รวมพลังประชาชาติไทย,445,ภาคเหนือ
ชาติไทยพัฒนา,ตาก,2,ชาติไทยพัฒนา,366,ภาคเหนือ
ภูมิใจไทย,ตาก,2,ภูมิใจไทย,343,ภาคเหนือ
สังคมประชาธิปไตยไทย,ตาก,2,สังคมประชาธิปไตยไทย,322,ภาคเหนือ
ครูไทยเพื่อประชาชน,ตาก,2,ครูไทยเพื่อประชาชน,191,ภาคเหนือ
เพื่อแผ่นดิน,ตาก,2,เพื่อแผ่นดิน,187,ภาคเหนือ
ประชาธรรมไทย,ตาก,2,ประชาธรรมไทย,170,ภาคเหนือ
พลังปวงชนไทย,ตาก,2,พลังปวงชนไทย,169,ภาคเหนือ
ประชาภิวัฒน์,ตาก,2,ประชาภิวัฒน์,167,ภาคเหนือ
พลังชาติไทย,ตาก,2,พลังชาติไทย,150,ภาคเหนือ
รักษ์ผืนป่าประเทศไทย,ตาก,2,รักษ์ผืนป่าประเทศไทย,149,ภาคเหนือ
พลังรัก,ตาก,2,พลังรัก,96,ภาคเหนือ
แทนคุณแผ่นดิน,ตาก,2,แทนคุณแผ่นดิน,93,ภาคเหนือ
ประชาชนปฏิรูป,ตาก,2,ประชาชนปฏิรูป,73,ภาคเหนือ
ผึ้งหลวง,ตาก,2,ผึ้งหลวง,63,ภาคเหนือ
ไทรักธรรม,ตาก,2,ไทรักธรรม,56,ภาคเหนือ
พลังแผ่นดินทอง,ตาก,2,พลังแผ่นดินทอง,41,ภาคเหนือ
ประชาชาติ,ตาก,2,ประชาชาติ,0,ภาคเหนือ
ประชาธิปัตย์,นครปฐม,1,ประชาธิปัตย์,35711,ภาคกลาง
เพื่อไทย,นครปฐม,1,เพื่อไทย,22399,ภาคกลาง
พลังประชารัฐ,นครปฐม,1,พลังประชารัฐ,20387,ภาคกลาง
อนาคตใหม่,นครปฐม,1,อนาคตใหม่,16478,ภาคกลาง
ชาติไทยพัฒนา,นครปฐม,1,ชาติไทยพัฒนา,2040,ภาคกลาง
เสรีรวมไทย,นครปฐม,1,เสรีรวมไทย,1916,ภาคกลาง
ภูมิใจไทย,นครปฐม,1,ภูมิใจไทย,1302,ภาคกลาง
ไทยศรีวิไลย์,นครปฐม,1,ไทยศรีวิไลย์,593,ภาคกลาง
ชาติพัฒนา,นครปฐม,1,ชาติพัฒนา,584,ภาคกลาง
รวมพลังประชาชาติไทย,นครปฐม,1,รวมพลังประชาชาติไทย,460,ภาคกลาง
ประชานิยม,นครปฐม,1,ประชานิยม,425,ภาคกลาง
เพื่อชาติ,นครปฐม,1,เพื่อชาติ,425,ภาคกลาง
ประชาภิวัฒน์,นครปฐม,1,ประชาภิวัฒน์,314,ภาคกลาง
รักษ์ผืนป่าประเทศไทย,นครปฐม,1,รักษ์ผืนป่าประเทศไทย,302,ภาคกลาง
ครูไทยเพื่อประชาชน,นครปฐม,1,ครูไทยเพื่อประชาชน,282,ภาคกลาง
ไทยรุ่งเรือง,นครปฐม,1,ไทยรุ่งเรือง,162,ภาคกลาง
ประชาชนปฏิรูป,นครปฐม,1,ประชาชนปฏิรูป,161,ภาคกลาง
พลังชาติไทย,นครปฐม,1,พลังชาติไทย,159,ภาคกลาง
เครือข่ายชาวนาแห่งประเทศไทย,นครปฐม,1,เครือข่ายชาวนาแห่งประเทศไทย,149,ภาคกลาง
พลังไทยรักชาติ,นครปฐม,1,พลังไทยรักชาติ,134,ภาคกลาง
พลังท้องถิ่นไท,นครปฐม,1,พลังท้องถิ่นไท,131,ภาคกลาง
มหาชน,นครปฐม,1,มหาชน,66,ภาคกลาง
ชาติไทยพัฒนา,นครปฐม,2,ชาติไทยพัฒนา,30254,ภาคกลาง
รักษ์ผืนป่าประเทศไทย,นครปฐม,2,รักษ์ผืนป่าประเทศไทย,22634,ภาคกลาง
เพื่อไทย,นครปฐม,2,เพื่อไทย,16068,ภาคกลาง
อนาคตใหม่,นครปฐม,2,อนาคตใหม่,11820,ภาคกลาง
ภูมิใจไทย,นครปฐม,2,ภูมิใจไทย,8923,ภาคกลาง
พลังประชารัฐ,นครปฐม,2,พลังประชารัฐ,8692,ภาคกลาง
ประชาธิปัตย์,นครปฐม,2,ประชาธิปัตย์,6522,ภาคกลาง
รวมพลังประชาชาติไทย,นครปฐม,2,รวมพลังประชาชาติไทย,2815,ภาคกลาง
เสรีรวมไทย,นครปฐม,2,เสรีรวมไทย,1375,ภาคกลาง
เศรษฐกิจใหม่,นครปฐม,2,เศรษฐกิจใหม่,944,ภาคกลาง
พลังชาติไทย,นครปฐม,2,พลังชาติไทย,398,ภาคกลาง
ไทยศรีวิไลย์,นครปฐม,2,ไทยศรีวิไลย์,390,ภาคกลาง
เพื่อชาติ,นครปฐม,2,เพื่อชาติ,304,ภาคกลาง
พลังท้องถิ่นไท,นครปฐม,2,พลังท้องถิ่นไท,258,ภาคกลาง
ชาติพัฒนา,นครปฐม,2,ชาติพัฒนา,226,ภาคกลาง
ประชานิยม,นครปฐม,2,ประชานิยม,189,ภาคกลาง
เครือข่ายชาวนาแห่งประเทศไทย,นครปฐม,2,เครือข่ายชาวนาแห่งประเทศไทย,157,ภาคกลาง
ไทยรุ่งเรือง,นครปฐม,2,ไทยรุ่งเรือง,133,ภาคกลาง
พลังไทยรักชาติ,นครปฐม,2,พลังไทยรักชาติ,121,ภาคกลาง
ครูไทยเพื่อประชาชน,นครปฐม,2,ครูไทยเพื่อประชาชน,86,ภาคกลาง
ประชาภิวัฒน์,นครปฐม,2,ประชาภิวัฒน์,84,ภาคกลาง
ประชาไทย,นครปฐม,2,ประชาไทย,74,ภาคกลาง
พลเมืองไทย,นครปฐม,2,พลเมืองไทย,74,ภาคกลาง
ประชาชนปฏิรูป,นครปฐม,2,ประชาชนปฏิรูป,70,ภาคกลาง
มหาชน,นครปฐม,2,มหาชน,37,ภาคกลาง
พลังสังคม,นครปฐม,2,พลังสังคม,28,ภาคกลาง
เพื่อไทย,นครปฐม,3,เพื่อไทย,28685,ภาคกลาง
พลังประชารัฐ,นครปฐม,3,พลังประชารัฐ,23498,ภาคกลาง
อนาคตใหม่,นครปฐม,3,อนาคตใหม่,21103,ภาคกลาง
ชาติไทยพัฒนา,นครปฐม,3,ชาติไทยพัฒนา,12291,ภาคกลาง
ประชาธิปัตย์,นครปฐม,3,ประชาธิปัตย์,6695,ภาคกลาง
เสรีรวมไทย,นครปฐม,3,เสรีรวมไทย,2454,ภาคกลาง
เศรษฐกิจใหม่,นครปฐม,3,เศรษฐกิจใหม่,1685,ภาคกลาง
รวมพลังประชาชาติไทย,นครปฐม,3,รวมพลังประชาชาติไทย,1491,ภาคกลาง
ภูมิใจไทย,นครปฐม,3,ภูมิใจไทย,1244,ภาคกลาง
ชาติพัฒนา,นครปฐม,3,ชาติพัฒนา,919,ภาคกลาง
พลังท้องถิ่นไท,นครปฐม,3,พลังท้องถิ่นไท,585,ภาคกลาง
ไทยศรีวิไลย์,นครปฐม,3,ไทยศรีวิไลย์,550,ภาคกลาง
เพื่อชาติ,นครปฐม,3,เพื่อชาติ,544,ภาคกลาง
เครือข่ายชาวนาแห่งประเทศไทย,นครปฐม,3,เครือข่ายชาวนาแห่งประเทศไทย,416,ภาคกลาง
รักษ์ผืนป่าประเทศไทย,นครปฐม,3,รักษ์ผืนป่าประเทศไทย,395,ภาคกลาง
ประชานิยม,นครปฐม,3,ประชานิยม,342,ภาคกลาง
ทางเลือกใหม่,นครปฐม,3,ทางเลือกใหม่,337,ภาคกลาง
พลังชาติไทย,นครปฐม,3,พลังชาติไทย,264,ภาคกลาง
ครูไทยเพื่อประชาชน,นครปฐม,3,ครูไทยเพื่อประชาชน,259,ภาคกลาง
พลังไทยรักชาติ,นครปฐม,3,พลังไทยรักชาติ,257,ภาคกลาง
ประชาภิวัฒน์,นครปฐม,3,ประชาภิวัฒน์,247,ภาคกลาง
มหาชน,นครปฐม,3,มหาชน,182,ภาคกลาง
ประชาชนปฏิรูป,นครปฐม,3,ประชาชนปฏิรูป,156,ภาคกลาง
ประชาไทย,นครปฐม,3,ประชาไทย,134,ภาคกลาง
ไทยรุ่งเรือง,นครปฐม,3,ไทยรุ่งเรือง,92,ภาคกลาง
พลังสังคม,นครปฐม,3,พลังสังคม,79,ภาคกลาง
พลังประชารัฐ,นครปฐม,4,พลังประชารัฐ,32110,ภาคกลาง
ชาติไทยพัฒนา,นครปฐม,4,ชาติไทยพัฒนา,22533,ภาคกลาง
เพื่อไทย,นครปฐม,4,เพื่อไทย,20475,ภาคกลาง
อนาคตใหม่,นครปฐม,4,อนาคตใหม่,15063,ภาคกลาง
ประชาธิปัตย์,นครปฐม,4,ประชาธิปัตย์,8613,ภาคกลาง
เสรีรวมไทย,นครปฐม,4,เสรีรวมไทย,1752,ภาคกลาง
รวมพลังประชาชาติไทย,นครปฐม,4,รวมพลังประชาชาติไทย,1214,ภาคกลาง
เศรษฐกิจใหม่,นครปฐม,4,เศรษฐกิจใหม่,1203,ภาคกลาง
ภูมิใจไทย,นครปฐม,4,ภูมิใจไทย,1029,ภาคกลาง
ชาติพัฒนา,นครปฐม,4,ชาติพัฒนา,747,ภาคกลาง
ประชานิยม,นครปฐม,4,ประชานิยม,510,ภาคกลาง
พลังไทยรักชาติ,นครปฐม,4,พลังไทยรักชาติ,504,ภาคกลาง
พลังชาติไทย,นครปฐม,4,พลังชาติไทย,412,ภาคกลาง
เพื่อชาติ,นครปฐม,4,เพื่อชาติ,388,ภาคกลาง
ไทยศรีวิไลย์,นครปฐม,4,ไทยศรีวิไลย์,371,ภาคกลาง
เครือข่ายชาวนาแห่งประเทศไทย,นครปฐม,4,เครือข่ายชาวนาแห่งประเทศไทย,327,ภาคกลาง
พลังท้องถิ่นไท,นครปฐม,4,พลังท้องถิ่นไท,316,ภาคกลาง
รักษ์ผืนป่าประเทศไทย,นครปฐม,4,รักษ์ผืนป่าประเทศไทย,216,ภาคกลาง
ประชาภิวัฒน์,นครปฐม,4,ประชาภิวัฒน์,204,ภาคกลาง
ครูไทยเพื่อประชาชน,นครปฐม,4,ครูไทยเพื่อประชาชน,172,ภาคกลาง
ไทรักธรรม,นครปฐม,4,ไทรักธรรม,160,ภาคกลาง
ประชาชนปฏิรูป,นครปฐม,4,ประชาชนปฏิรูป,122,ภาคกลาง
พลังสังคม,นครปฐม,4,พลังสังคม,94,ภาคกลาง
มหาชน,นครปฐม,4,มหาชน,56,ภาคกลาง
เพื่อไทย,นครปฐม,5,เพื่อไทย,24276,ภาคกลาง
ประชาธิปัตย์,นครปฐม,5,ประชาธิปัตย์,18970,ภาคกลาง
พลังประชารัฐ,นครปฐม,5,พลังประชารัฐ,18742,ภาคกลาง
อนาคตใหม่,นครปฐม,5,อนาคตใหม่,17859,ภาคกลาง
ชาติไทยพัฒนา,นครปฐม,5,ชาติไทยพัฒนา,12279,ภาคกลาง
เสรีรวมไทย,นครปฐม,5,เสรีรวมไทย,2077,ภาคกลาง
เศรษฐกิจใหม่,นครปฐม,5,เศรษฐกิจใหม่,1426,ภาคกลาง
ภูมิใจไทย,นครปฐม,5,ภูมิใจไทย,1178,ภาคกลาง
พลังชาติไทย,นครปฐม,5,พลังชาติไทย,779,ภาคกลาง
รวมพลังประชาชาติไทย,นครปฐม,5,รวมพลังประชาชาติไทย,614,ภาคกลาง
เพื่อชาติ,นครปฐม,5,เพื่อชาติ,460,ภาคกลาง
ประชานิยม,นครปฐม,5,ประชานิยม,449,ภาคกลาง
ประชาภิวัฒน์,นครปฐม,5,ประชาภิวัฒน์,397,ภาคกลาง
ไทยศรีวิไลย์,นครปฐม,5,ไทยศรีวิไลย์,394,ภาคกลาง
พลเมืองไทย,นครปฐม,5,พลเมืองไทย,343,ภาคกลาง
ชาติพัฒนา,นครปฐม,5,ชาติพัฒนา,342,ภาคกลาง
รักษ์ผืนป่าประเทศไทย,นครปฐม,5,รักษ์ผืนป่าประเทศไทย,340,ภาคกลาง
พลังท้องถิ่นไท,นครปฐม,5,พลังท้องถิ่นไท,192,ภาคกลาง
พลังไทยรักชาติ,นครปฐม,5,พลังไทยรักชาติ,180,ภาคกลาง
ประชาชนปฏิรูป,นครปฐม,5,ประชาชนปฏิรูป,168,ภาคกลาง
ครูไทยเพื่อประชาชน,นครปฐม,5,ครูไทยเพื่อประชาชน,137,ภาคกลาง
พลังสังคม,นครปฐม,5,พลังสังคม,121,ภาคกลาง
เครือข่ายชาวนาแห่งประเทศไทย,นครปฐม,5,เครือข่ายชาวนาแห่งประเทศไทย,84,ภาคกลาง
มหาชน,นครปฐม,5,มหาชน,70,ภาคกลาง
พลังประชารัฐ,นครศรีธรรมราช,1,พลังประชารัฐ,36521,ภาคใต้
ภูมิใจไทย,นครศรีธรรมราช,1,ภูมิใจไทย,18618,ภาคใต้
ประชาธิปัตย์,นครศรีธรรมราช,1,ประชาธิปัตย์,18448,ภาคใต้
ประชาชาติ,นครศรีธรรมราช,1,ประชาชาติ,7178,ภาคใต้
อนาคตใหม่,นครศรีธรรมราช,1,อนาคตใหม่,5544,ภาคใต้
เพื่อไทย,นครศรีธรรมราช,1,เพื่อไทย,3953,ภาคใต้
ชาติไทยพัฒนา,นครศรีธรรมราช,1,ชาติไทยพัฒนา,1866,ภาคใต้
พลังท้องถิ่นไท,นครศรีธรรมราช,1,พลังท้องถิ่นไท,1711,ภาคใต้
เสรีรวมไทย,นครศรีธรรมราช,1,เสรีรวมไทย,878,ภาคใต้
ชาติพัฒนา,นครศรีธรรมราช,1,ชาติพัฒนา,498,ภาคใต้
รวมพลังประชาชาติไทย,นครศรีธรรมราช,1,รวมพลังประชาชาติไทย,429,ภาคใต้
เพื่อธรรม,นครศรีธรรมราช,1,เพื่อธรรม,413,ภาคใต้
เศรษฐกิจใหม่,นครศรีธรรมราช,1,เศรษฐกิจใหม่,379,ภาคใต้
กรีน,นครศรีธรรมราช,1,กรีน,325,ภาคใต้
ไทยศรีวิไลย์,นครศรีธรรมราช,1,ไทยศรีวิไลย์,305,ภาคใต้
รักษ์ผืนป่าประเทศไทย,นครศรีธรรมราช,1,รักษ์ผืนป่าประเทศไทย,295,ภาคใต้
ประชาธรรมไทย,นครศรีธรรมราช,1,ประชาธรรมไทย,275,ภาคใต้
พลังสังคม,นครศรีธรรมราช,1,พลังสังคม,267,ภาคใต้
ประชาชนปฏิรูป,นครศรีธรรมราช,1,ประชาชนปฏิรูป,236,ภาคใต้
เพื่อชาติ,นครศรีธรรมราช,1,เพื่อชาติ,232,ภาคใต้
แผ่นดินธรรม,นครศรีธรรมราช,1,แผ่นดินธรรม,192,ภาคใต้
ประชาภิวัฒน์,นครศรีธรรมราช,1,ประชาภิวัฒน์,140,ภาคใต้
คลองไทย,นครศรีธรรมราช,1,คลองไทย,108,ภาคใต้
ประชาธิปไตยใหม่,นครศรีธรรมราช,1,ประชาธิปไตยใหม่,107,ภาคใต้
รวมใจไทย,นครศรีธรรมราช,1,รวมใจไทย,94,ภาคใต้
พลังปวงชนไทย,นครศรีธรรมราช,1,พลังปวงชนไทย,93,ภาคใต้
ถิ่นกาขาวชาววิไล,นครศรีธรรมราช,1,ถิ่นกาขาวชาววิไล,91,ภาคใต้
ประชานิยม,นครศรีธรรมราช,1,ประชานิยม,87,ภาคใต้
ครูไทยเพื่อประชาชน,นครศรีธรรมราช,1,ครูไทยเพื่อประชาชน,75,ภาคใต้
พลังไทยรักไทย,นครศรีธรรมราช,1,พลังไทยรักไทย,68,ภาคใต้
ทางเลือกใหม่,นครศรีธรรมราช,1,ทางเลือกใหม่,67,ภาคใต้
ภราดรภาพ,นครศรีธรรมราช,1,ภราดรภาพ,64,ภาคใต้
พลังชาติไทย,นครศรีธรรมราช,1,พลังชาติไทย,59,ภาคใต้
ผึ้งหลวง,นครศรีธรรมราช,1,ผึ้งหลวง,41,ภาคใต้
ไทรักธรรม,นครศรีธรรมราช,1,ไทรักธรรม,33,ภาคใต้
พลังศรัทธา,นครศรีธรรมราช,1,พลังศรัทธา,29,ภาคใต้
ภูมิพลังเกษตรกรไทย,นครศรีธรรมราช,1,ภูมิพลังเกษตรกรไทย,11,ภาคใต้
พลังประชารัฐ,นครศรีธรรมราช,2,พลังประชารัฐ,34613,ภาคใต้
ประชาธิปัตย์,นครศรีธรรมราช,2,ประชาธิปัตย์,28181,ภาคใต้
ชาติไทยพัฒนา,นครศรีธรรมราช,2,ชาติไทยพัฒนา,13081,ภาคใต้
ภูมิใจไทย,นครศรีธรรมราช,2,ภูมิใจไทย,8771,ภาคใต้
ประชาชาติ,นครศรีธรรมราช,2,ประชาชาติ,4401,ภาคใต้
อนาคตใหม่,นครศรีธรรมราช,2,อนาคตใหม่,3399,ภาคใต้
เพื่อไทย,นครศรีธรรมราช,2,เพื่อไทย,2423,ภาคใต้
กรีน,นครศรีธรรมราช,2,กรีน,1182,ภาคใต้
พลังท้องถิ่นไท,นครศรีธรรมราช,2,พลังท้องถิ่นไท,1170,ภาคใต้
พลเมืองไทย,นครศรีธรรมราช,2,พลเมืองไทย,1016,ภาคใต้
เพื่อธรรม,นครศรีธรรมราช,2,เพื่อธรรม,721,ภาคใต้
ประชาธรรมไทย,นครศรีธรรมราช,2,ประชาธรรมไทย,637,ภาคใต้
เสรีรวมไทย,นครศรีธรรมราช,2,เสรีรวมไทย,538,ภาคใต้
รักษ์ผืนป่าประเทศไทย,นครศรีธรรมราช,2,รักษ์ผืนป่าประเทศไทย,502,ภาคใต้
พลังไทยรักไทย,นครศรีธรรมราช,2,พลังไทยรักไทย,444,ภาคใต้
ถิ่นกาขาวชาววิไล,นครศรีธรรมราช,2,ถิ่นกาขาวชาววิไล,409,ภาคใต้
ชาติพัฒนา,นครศรีธรรมราช,2,ชาติพัฒนา,400,ภาคใต้
พลังสหกรณ์,นครศรีธรรมราช,2,พลังสหกรณ์,316,ภาคใต้
ทางเลือกใหม่,นครศรีธรรมราช,2,ทางเลือกใหม่,279,ภาคใต้
ประชาธิปไตยใหม่,นครศรีธรรมราช,2,ประชาธิปไตยใหม่,268,ภาคใต้
เศรษฐกิจใหม่,นครศรีธรรมราช,2,เศรษฐกิจใหม่,232,ภาคใต้
ไทยศรีวิไลย์,นครศรีธรรมราช,2,ไทยศรีวิไลย์,181,ภาคใต้
ประชาภิวัฒน์,นครศรีธรรมราช,2,ประชาภิวัฒน์,174,ภาคใต้
แผ่นดินธรรม,นครศรีธรรมราช,2,แผ่นดินธรรม,170,ภาคใต้
พลังชาติไทย,นครศรีธรรมราช,2,พลังชาติไทย,165,ภาคใต้
ประชานิยม,นครศรีธรรมราช,2,ประชานิยม,153,ภาคใต้
ภูมิพลังเกษตรกรไทย,นครศรีธรรมราช,2,ภูมิพลังเกษตรกรไทย,149,ภาคใต้
เพื่อชาติ,นครศรีธรรมราช,2,เพื่อชาติ,142,ภาคใต้
ภราดรภาพ,นครศรีธรรมราช,2,ภราดรภาพ,142,ภาคใต้
พลังสังคม,นครศรีธรรมราช,2,พลังสังคม,140,ภาคใต้
ไทยรุ่งเรือง,นครศรีธรรมราช,2,ไทยรุ่งเรือง,136,ภาคใต้
พลังปวงชนไทย,นครศรีธรรมราช,2,พลังปวงชนไทย,129,ภาคใต้
ครูไทยเพื่อประชาชน,นครศรีธรรมราช,2,ครูไทยเพื่อประชาชน,123,ภาคใต้
สังคมประชาธิปไตยไทย,นครศรีธรรมราช,2,สังคมประชาธิปไตยไทย,109,ภาคใต้
คลองไทย,นครศรีธรรมราช,2,คลองไทย,87,ภาคใต้
ประชาชนปฏิรูป,นครศรีธรรมราช,2,ประชาชนปฏิรูป,85,ภาคใต้
กลาง,นครศรีธรรมราช,2,กลาง,58,ภาคใต้
มหาชน,นครศรีธรรมราช,2,มหาชน,55,ภาคใต้
ไทรักธรรม,นครศรีธรรมราช,2,ไทรักธรรม,43,ภาคใต้
พลังศรัทธา,นครศรีธรรมราช,2,พลังศรัทธา,15,ภาคใต้
ประชาธิปัตย์,นครศรีธรรมราช,3,ประชาธิปัตย์,33310,ภาคใต้
พลังประชารัฐ,นครศรีธรรมราช,3,พลังประชารัฐ,28742,ภาคใต้
ภูมิใจไทย,นครศรีธรรมราช,3,ภูมิใจไทย,15490,ภาคใต้
ประชาชาติ,นครศรีธรรมราช,3,ประชาชาติ,5840,ภาคใต้
อนาคตใหม่,นครศรีธรรมราช,3,อนาคตใหม่,4511,ภาคใต้
ชาติไทยพัฒนา,นครศรีธรรมราช,3,ชาติไทยพัฒนา,3323,ภาคใต้
เพื่อไทย,นครศรีธรรมราช,3,เพื่อไทย,3216,ภาคใต้
กลาง,นครศรีธรรมราช,3,กลาง,996,ภาคใต้
ไทยศรีวิไลย์,นครศรีธรรมราช,3,ไทยศรีวิไลย์,859,ภาคใต้
เสรีรวมไทย,นครศรีธรรมราช,3,เสรีรวมไทย,714,ภาคใต้
ประชาธิปไตยใหม่,นครศรีธรรมราช,3,ประชาธิปไตยใหม่,666,ภาคใต้
รักษ์ผืนป่าประเทศไทย,นครศรีธรรมราช,3,รักษ์ผืนป่าประเทศไทย,612,ภาคใต้
รวมพลังประชาชาติไทย,นครศรีธรรมราช,3,รวมพลังประชาชาติไทย,580,ภาคใต้
พลังชาติไทย,นครศรีธรรมราช,3,พลังชาติไทย,493,ภาคใต้
ประชานิยม,นครศรีธรรมราช,3,ประชานิยม,468,ภาคใต้
พลังท้องถิ่นไท,นครศรีธรรมราช,3,พลังท้องถิ่นไท,445,ภาคใต้
ประชาธรรมไทย,นครศรีธรรมราช,3,ประชาธรรมไทย,422,ภาคใต้
ชาติพัฒนา,นครศรีธรรมราช,3,ชาติพัฒนา,417,ภาคใต้
ครูไทยเพื่อประชาชน,นครศรีธรรมราช,3,ครูไทยเพื่อประชาชน,348,ภาคใต้
เศรษฐกิจใหม่,นครศรีธรรมราช,3,เศรษฐกิจใหม่,308,ภาคใต้
ผึ้งหลวง,นครศรีธรรมราช,3,ผึ้งหลวง,269,ภาคใต้
