Name,Title,IsMp,IsSenator,IsCabinet,IsActive,MpType,MpProvince,MpZone,MpList,Vote,SenatorMethod,CabinetPosition0,CabinetPosition1,Gender,Birthdate,Education,Graduation,Degree,ExOccupation0,ExOccupation1,OccupationGroup,Quotes,QuotesUrl,Asset,Facebook,Twitter,Bio,PeoplePartyHistory,PeopleVotes,Debt,NcpoRelation,Images,NcpoType
ดนัย มีชูเวท,พลเอก,false,true,false,true,,,,,,เลือกโดย คสช.,,,ชาย,1952-06-24,ปริญญาโท,"Aston University, England",วิศวกรรมศาสตรมหาบัณฑิต (วิศวกรรมเครื่องกล),สมาชิกสภานิติบัญญัติแห่งชาติ (สนช.),,การเมือง,,,,,,,,"เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย",,true,%E0%B8%94%E0%B8%99%E0%B8%B1%E0%B8%A2-%E0%B8%A1%E0%B8%B5%E0%B8%8A%E0%B8%B9%E0%B9%80%E0%B8%A7%E0%B8%97.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%94%E0%B8%99%E0%B8%B1%E0%B8%A2-%E0%B8%A1%E0%B8%B5%E0%B8%8A%E0%B8%B9%E0%B9%80%E0%B8%A7%E0%B8%97.jpg),สายนิติบัญญัติ
ดวงพร รอดพยาธิ์,นาง,false,true,false,true,,,,,,เลือกโดย คสช.,,,หญิง,1956-12-08,ปริญญาตรี,จุฬาลงกรณ์มหาวิทยาลัย,เศรษฐศาสตรบัณฑิต การเงินและการคลัง,อธิบดีกรมการค้าต่างประเทศ,,องค์กรรัฐ/รัฐวิสาหกิจ,,,,,,,,"เห็นด้วย, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย",,false,%E0%B8%94%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B8%A3-%E0%B8%A3%E0%B8%AD%E0%B8%94%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%98%E0%B8%B7%E0%B9%8C.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%94%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B8%A3-%E0%B8%A3%E0%B8%AD%E0%B8%94%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%98%E0%B8%B7%E0%B9%8C.jpg),
ดาวน้อย สุทธินิภาพันธ์,ดร.,false,true,false,true,,,,,,เลือกโดย คสช.,,,หญิง,1961-02-07,ปริญญาเอก,มหาวิทยาลัยรังสิต,ดุษฎีบัณฑิตทางนวัตกรรมทางสังคม ผู้นำทางสังคม ธุรกิจและการเมือง,ผู้ว่าการการยาสูบแห่งประเทศไทย,,องค์กรรัฐ/รัฐวิสาหกิจ,,,41566505.36,https://www.facebook.com/profile.php?id=100005059685449,,,,"เห็นด้วย, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, เห็นด้วย, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, เห็นด้วย",,false,%E0%B8%94%E0%B8%B2%E0%B8%A7%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2-%E0%B8%AA%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B9%8C.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%94%E0%B8%B2%E0%B8%A7%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2-%E0%B8%AA%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B9%8C.jpg),
ดิเรกฤทธิ์ เจนครองธรรม,ดร.,false,true,false,true,,,,,,เลือกโดย คสช.,,,ชาย,1962-11-14,ปริญญาเอก,มหาวิทยาลัยรามคำแหง,ปรัชญาดุษฎีบัณฑิต (รัฐศาสตร์),นักวิชาการอิสระ,,การศึกษา,,,64957074.37,https://www.facebook.com/senator059dr.derekrid/?__tn__=%2Cd%2CPR&eid=ARCnAiBSmMqULNsfMvtjLhYMzOyHhuCobrQVHL7q4z333qeUPCxmMw5zJsAIwVKz3IgmvA5T8nkFK,,,,"เห็นด้วย, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, งดออกเสียง, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่ลงคะแนนเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, งดออกเสียง, ไม่เข้าร่วมประชุม",,false,%E0%B8%94%E0%B8%B4%E0%B9%80%E0%B8%A3%E0%B8%81%E0%B8%A4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C-%E0%B9%80%E0%B8%88%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%94%E0%B8%B4%E0%B9%80%E0%B8%A3%E0%B8%81%E0%B8%A4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C-%E0%B9%80%E0%B8%88%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1.jpg),
ดุสิต เขมะศักดิ์ชัย,นาย,false,true,false,true,,,,,,เลือกโดย คสช.,,,ชาย,1955-10-18,ปริญญาโท,สถาบันบัณฑิตพัฒนบริหารศาสตร์ (NIDA),พัฒนบริหารศาสตรมหาบัณฑิต (นโยบายสาธารณะและบริหารโครงการ),องผู้อำนวยการสำนักงบประมาณ,,องค์กรรัฐ/รัฐวิสาหกิจ,,,24412843.5,https://www.facebook.com/sridusit,,,,"เห็นด้วย, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย",,false,%E0%B8%94%E0%B8%B8%E0%B8%AA%E0%B8%B4%E0%B8%95-%E0%B9%80%E0%B8%82%E0%B8%A1%E0%B8%B0%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C%E0%B8%8A%E0%B8%B1%E0%B8%A2.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%94%E0%B8%B8%E0%B8%AA%E0%B8%B4%E0%B8%95-%E0%B9%80%E0%B8%82%E0%B8%A1%E0%B8%B0%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C%E0%B8%8A%E0%B8%B1%E0%B8%A2.jpg),
เดชณรงค์ สุทธิชาญบัญชา,พลตำรวจเอก,false,true,false,true,,,,,,เลือกโดย คสช.,,,ชาย,1957-10-29,ปริญญาโท,สถาบันบัณฑิตพัฒนบริหารศาสตร์ (NIDA),รัฐประศาสนศาสตรมหาบัณฑิต (บริหารงานตำรวจ),รองผู้บัญชาการตำรวจแห่งชาติ,สมาชิกสภาขับเคลื่อนการปฏิรูปประเทศ,ตำรวจ,,,92111714.2,,,,,"เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย",,true,%E0%B9%80%E0%B8%94%E0%B8%8A%E0%B8%93%E0%B8%A3%E0%B8%87%E0%B8%84%E0%B9%8C-%E0%B8%AA%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%8A%E0%B8%B2%E0%B8%8D%E0%B8%9A%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B9%80%E0%B8%94%E0%B8%8A%E0%B8%93%E0%B8%A3%E0%B8%87%E0%B8%84%E0%B9%8C-%E0%B8%AA%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%8A%E0%B8%B2%E0%B8%8D%E0%B8%9A%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2.jpg),สายนิติบัญญัติ
ตรีทศ รณฤทธิวิชัย,พลตำรวจโท,false,true,false,true,,,,,,เลือกโดย คสช.,,,ชาย,1951-12-19,ปริญญาโท,"Marshall University, US",Master of Arts,ผู้บัญชาการตำรวจสันติบาล,,ตำรวจ,,,,,,,,"เห็นด้วย, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, ไม่เห็นด้วย",,true,%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%97%E0%B8%A8-%E0%B8%A3%E0%B8%93%E0%B8%A4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B1%E0%B8%A2.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%97%E0%B8%A8-%E0%B8%A3%E0%B8%93%E0%B8%A4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B1%E0%B8%A2.jpg),สายนิติบัญญัติ
ตรีทศ สนแจ้ง,พลอากาศเอก,false,true,false,true,,,,,,เลือกโดย คสช.,,,ชาย,1956-05-01,ปริญญาโท,มหาวิทยาลัยทหารเยอรมนี (ไม่พบข้อมูลที่ระบุชื่อมหาวิทยาลัย),Master of Engineering (Electrical Engineering),ผู้บัญชาการทหารอากาศ,สมาชิกคณะรักษาความสงบแห่งชาติ,ทหาร,,,,,,,,"เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย",,true,%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%97%E0%B8%A8-%E0%B8%AA%E0%B8%99%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%97%E0%B8%A8-%E0%B8%AA%E0%B8%99%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87.jpg),สายนิติบัญญัติ
ตวง อันทะไชย,ดร.,false,true,false,true,,,,,,เลือกโดย คสช.,,,ชาย,1962-12-24,ปริญญาเอก,มหาวิทยาลัยกรุงเทพธนบุรี,ศิลปศาสตรดุษฎีบัณฑิต (บริหารการศึกษา),สมาชิกวุฒิสภา,สมาชิกสภานิติบัญญัติแห่งชาติ (สนช.),การเมือง,,,,https://www.facebook.com/tuang.untachai,,,,"งดออกเสียง, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, งดออกเสียง, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม",,true,%E0%B8%95%E0%B8%A7%E0%B8%87-%E0%B8%AD%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%B0%E0%B9%84%E0%B8%8A%E0%B8%A2.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%95%E0%B8%A7%E0%B8%87-%E0%B8%AD%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%B0%E0%B9%84%E0%B8%8A%E0%B8%A2.jpg),สายนิติบัญญัติ
ไตรโรจน์ ครุธเวโช,พลเอก,false,true,false,true,,,,,,เลือกโดย คสช.,,,ชาย,1955-10-02,ปริญญาโท,จุฬาลงกรณ์มหาวิทยาลัย,บริหารธุรกิจมหาบัณฑิต,ผู้ทรงคุณวุฒิพิเศษ กองทัพบก,เจ้ากรมแพทย์ทหารบก/ผู้บัญชาการโรงเรียนเสนารักษ์ กรมแพทย์ทหารบก,ทหาร,,,33505639.9,,,,,"เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย",,false,%E0%B9%84%E0%B8%95%E0%B8%A3%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C-%E0%B8%84%E0%B8%A3%E0%B8%B8%E0%B8%98%E0%B9%80%E0%B8%A7%E0%B9%82%E0%B8%8A.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B9%84%E0%B8%95%E0%B8%A3%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C-%E0%B8%84%E0%B8%A3%E0%B8%B8%E0%B8%98%E0%B9%80%E0%B8%A7%E0%B9%82%E0%B8%8A.jpg),
ถนัด มานะพันธ์ุนิยม,นาย,false,true,false,true,,,,,,เลือกโดย คสช.,,,ชาย,1950-09-30,ปริญญาโท,จุฬาลงกรณ์มหาวิทยาลัย,ครุศาสตรมหาบัณฑิต,ผู้อำนวยการกอง กองคุ้มครองผู้บริโภคด้านฉลาก,,องค์กรรัฐ/รัฐวิสาหกิจ,,,5651234.67,,,,,"เห็นด้วย, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย",,false,%E0%B8%96%E0%B8%99%E0%B8%B1%E0%B8%94-%E0%B8%A1%E0%B8%B2%E0%B8%99%E0%B8%B0%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B9%8C%E0%B8%B8%E0%B8%99%E0%B8%B4%E0%B8%A2%E0%B8%A1.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%96%E0%B8%99%E0%B8%B1%E0%B8%94-%E0%B8%A1%E0%B8%B2%E0%B8%99%E0%B8%B0%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B9%8C%E0%B8%B8%E0%B8%99%E0%B8%B4%E0%B8%A2%E0%B8%A1.jpg),
ถวิล เปลี่ยนศรี,นาย,false,true,false,true,,,,,,เลือกโดย คสช.,,,ชาย,1953-12-05,ปริญญาโท,จุฬาลงกรณ์มหาวิทยาลัย,รัฐศาสตรมหาบัณฑิต (การปกครอง),ประธานกรรมการการไฟฟ้าส่วนภูมิภาค,คณะกรรมการวินิจฉัยการเปิดเผยข้อมูลข่าวสาร,องค์กรรัฐ/รัฐวิสาหกิจ,,,20643526.91,https://www.facebook.com/rakthaiarthit,,,,"เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย",,false,%E0%B8%96%E0%B8%A7%E0%B8%B4%E0%B8%A5-%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%99%E0%B8%A8%E0%B8%A3%E0%B8%B5.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%96%E0%B8%A7%E0%B8%B4%E0%B8%A5-%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%99%E0%B8%A8%E0%B8%A3%E0%B8%B5.jpg),
ถาวร เทพวิมลเพชรกุล,นาย,false,true,false,true,,,,,,เลือกกันเอง,,,ชาย,1950-05-25,ปริญญาโท,มหาวิทยาลัยขอนแก่น,รัฐประศาสนศาสตรมหาบัณฑิต (การปกครองท้องถิ่น),นายกองค์การบริหารส่วนตำบล,,การเมือง,,,,https://www.facebook.com/profile.php?id=100040207904776,,,,"เห็นด้วย, งดออกเสียง, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย",,false,%E0%B8%96%E0%B8%B2%E0%B8%A7%E0%B8%A3-%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A7%E0%B8%B4%E0%B8%A1%E0%B8%A5%E0%B9%80%E0%B8%9E%E0%B8%8A%E0%B8%A3%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%96%E0%B8%B2%E0%B8%A7%E0%B8%A3-%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A7%E0%B8%B4%E0%B8%A1%E0%B8%A5%E0%B9%80%E0%B8%9E%E0%B8%8A%E0%B8%A3%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg),
